"","strain","bio_reps","tech_reps","treatment","target","timepoint","rxn","ct","mean_tech_rep_ct"
"998","chxk1-2","C",2,"(-)","MybTF",0.5,2,23.53051376,23.5704472833333
"999","chxk1-2","C",3,"(-)","MybTF",0.5,2,23.72185707,23.5704472833333
"1000","chxk1-2","A",1,"(+)","MybTF",0.5,2,22.98030853,23.03731791
"1001","chxk1-2","A",2,"(+)","MybTF",0.5,2,22.98665428,23.03731791
"1002","chxk1-2","A",3,"(+)","MybTF",0.5,2,23.14499092,23.03731791
"1003","chxk1-2","B",1,"(+)","MybTF",0.5,2,23.13818741,23.2378088633333
"1004","chxk1-2","B",2,"(+)","MybTF",0.5,2,23.20717239,23.2378088633333
"1005","chxk1-2","B",3,"(+)","MybTF",0.5,2,23.36806679,23.2378088633333
"1006","chxk1-2","C",1,"(+)","MybTF",0.5,2,23.15545273,23.12629636
"1007","chxk1-2","C",2,"(+)","MybTF",0.5,2,22.8738842,23.12629636
"1008","chxk1-2","C",3,"(+)","MybTF",0.5,2,23.34955215,23.12629636
"1009","chxk1-2","A",1,"(-)","APPS",12,1,18.70568085,19.2007236466667
"1010","chxk1-2","A",2,"(-)","APPS",12,1,19.27770805,19.2007236466667
"1011","chxk1-2","A",3,"(-)","APPS",12,1,19.61878204,19.2007236466667
"1012","chxk1-2","B",1,"(-)","APPS",12,1,19.11592865,19.5182584133333
"1013","chxk1-2","B",2,"(-)","APPS",12,1,19.98649788,19.5182584133333
"1014","chxk1-2","B",3,"(-)","APPS",12,1,19.45234871,19.5182584133333
"1015","chxk1-2","C",1,"(-)","APPS",12,1,19.46883965,19.4927692433333
"1016","chxk1-2","C",2,"(-)","APPS",12,1,19.42420197,19.4927692433333
"1017","chxk1-2","C",3,"(-)","APPS",12,1,19.58526611,19.4927692433333
"1018","chxk1-2","A",1,"(+)","APPS",12,1,19.66556168,19.63031006
"1019","chxk1-2","A",2,"(+)","APPS",12,1,19.65503693,19.63031006
"1020","chxk1-2","A",3,"(+)","APPS",12,1,19.57033157,19.63031006
"1021","chxk1-2","B",1,"(+)","APPS",12,1,19.63289261,19.6766382866667
"1022","chxk1-2","B",2,"(+)","APPS",12,1,19.63970566,19.6766382866667
"1023","chxk1-2","B",3,"(+)","APPS",12,1,19.75731659,19.6766382866667
"1024","chxk1-2","C",1,"(+)","APPS",12,1,19.32983971,19.3296845766667
"1025","chxk1-2","C",2,"(+)","APPS",12,1,19.37653923,19.3296845766667
"1026","chxk1-2","C",3,"(+)","APPS",12,1,19.28267479,19.3296845766667
"1027","chxk1-2","A",1,"(-)","PsbO",12,1,14.61532402,14.8048416766667
"1028","chxk1-2","A",2,"(-)","PsbO",12,1,14.81546116,14.8048416766667
"1029","chxk1-2","A",3,"(-)","PsbO",12,1,14.98373985,14.8048416766667
"1030","chxk1-2","B",1,"(-)","PsbO",12,1,14.9044466,14.93566068
"1031","chxk1-2","B",2,"(-)","PsbO",12,1,14.96543503,14.93566068
"1032","chxk1-2","B",3,"(-)","PsbO",12,1,14.93710041,14.93566068
"1033","chxk1-2","C",1,"(-)","PsbO",12,1,14.62752914,14.7060108166667
"1034","chxk1-2","C",2,"(-)","PsbO",12,1,14.63287449,14.7060108166667
"1035","chxk1-2","C",3,"(-)","PsbO",12,1,14.85762882,14.7060108166667
"1036","chxk1-2","A",1,"(+)","PsbO",12,1,15.76603222,15.7942072533333
"1037","chxk1-2","A",2,"(+)","PsbO",12,1,15.75833797,15.7942072533333
"1038","chxk1-2","A",3,"(+)","PsbO",12,1,15.85825157,15.7942072533333
"1039","chxk1-2","B",1,"(+)","PsbO",12,1,15.05202484,15.03980223
"1040","chxk1-2","B",2,"(+)","PsbO",12,1,14.95563602,15.03980223
"1041","chxk1-2","B",3,"(+)","PsbO",12,1,15.11174583,15.03980223
"1042","chxk1-2","C",1,"(+)","PsbO",12,1,14.91956806,15.1237462333333
"1043","chxk1-2","C",2,"(+)","PsbO",12,1,15.28586292,15.1237462333333
"1044","chxk1-2","C",3,"(+)","PsbO",12,1,15.16580772,15.1237462333333
"1045","chxk1-2","A",1,"(-)","SAD1",12,1,20.16984367,20.7177174866667
"1046","chxk1-2","A",2,"(-)","SAD1",12,1,20.34335518,20.7177174866667
"1047","chxk1-2","A",3,"(-)","SAD1",12,1,21.63995361,20.7177174866667
"1048","chxk1-2","B",1,"(-)","SAD1",12,1,20.36971474,20.2930870066667
"1049","chxk1-2","B",2,"(-)","SAD1",12,1,20.27600479,20.2930870066667
"1050","chxk1-2","B",3,"(-)","SAD1",12,1,20.23354149,20.2930870066667
"1051","chxk1-2","C",1,"(-)","SAD1",12,1,20.55600739,20.6403681433333
"1052","chxk1-2","C",2,"(-)","SAD1",12,1,20.76586723,20.6403681433333
"1053","chxk1-2","C",3,"(-)","SAD1",12,1,20.59922981,20.6403681433333
"1054","chxk1-2","A",1,"(+)","SAD1",12,1,20.87373924,21.0250110633333
"1055","chxk1-2","A",2,"(+)","SAD1",12,1,21.09539223,21.0250110633333
"1056","chxk1-2","A",3,"(+)","SAD1",12,1,21.10590172,21.0250110633333
"1057","chxk1-2","B",1,"(+)","SAD1",12,1,20.13996124,20.2458248133333
"1058","chxk1-2","B",2,"(+)","SAD1",12,1,20.27665138,20.2458248133333
"1059","chxk1-2","B",3,"(+)","SAD1",12,1,20.32086182,20.2458248133333
"1060","chxk1-2","C",1,"(+)","SAD1",12,1,20.34158134,20.33721415
"1061","chxk1-2","C",2,"(+)","SAD1",12,1,20.48510742,20.33721415
"1062","chxk1-2","C",3,"(+)","SAD1",12,1,20.18495369,20.33721415
"1063","chxk1-2","A",1,"(-)","LHC16",12,1,13.34248924,13.4301614733333
"1064","chxk1-2","A",2,"(-)","LHC16",12,1,13.40428638,13.4301614733333
"1065","chxk1-2","A",3,"(-)","LHC16",12,1,13.5437088,13.4301614733333
"1066","chxk1-2","B",1,"(-)","LHC16",12,1,13.71132374,13.8039147066667
"1067","chxk1-2","B",2,"(-)","LHC16",12,1,13.81443501,13.8039147066667
"1068","chxk1-2","B",3,"(-)","LHC16",12,1,13.88598537,13.8039147066667
"1069","chxk1-2","C",1,"(-)","LHC16",12,1,14.41221142,14.34836038
"1070","chxk1-2","C",2,"(-)","LHC16",12,1,14.08119106,14.34836038
"1071","chxk1-2","C",3,"(-)","LHC16",12,1,14.55167866,14.34836038
"1072","chxk1-2","A",1,"(+)","LHC16",12,1,14.8236208,14.9687916433333
"1073","chxk1-2","A",2,"(+)","LHC16",12,1,15.06297779,14.9687916433333
"1074","chxk1-2","A",3,"(+)","LHC16",12,1,15.01977634,14.9687916433333
"1075","chxk1-2","B",1,"(+)","LHC16",12,1,14.38763428,14.6030289333333
"1076","chxk1-2","B",2,"(+)","LHC16",12,1,14.65109825,14.6030289333333
"1077","chxk1-2","B",3,"(+)","LHC16",12,1,14.77035427,14.6030289333333
"1078","chxk1-2","C",1,"(+)","LHC16",12,1,13.92362976,14.1386744166667
"1079","chxk1-2","C",2,"(+)","LHC16",12,1,14.09689903,14.1386744166667
"1080","chxk1-2","C",3,"(+)","LHC16",12,1,14.39549446,14.1386744166667
"1081","chxk1-2","A",1,"(-)","PsaH",12,1,16.70960045,16.95201556
"1082","chxk1-2","A",2,"(-)","PsaH",12,1,17.04231262,16.95201556
"1083","chxk1-2","A",3,"(-)","PsaH",12,1,17.10413361,16.95201556
"1084","chxk1-2","B",1,"(-)","PsaH",12,1,16.98702812,17.0773474366667
"1085","chxk1-2","B",2,"(-)","PsaH",12,1,17.07934761,17.0773474366667
"1086","chxk1-2","B",3,"(-)","PsaH",12,1,17.16566658,17.0773474366667
"1087","chxk1-2","C",1,"(-)","PsaH",12,1,17.52414131,17.5635382333333
"1088","chxk1-2","C",2,"(-)","PsaH",12,1,17.51849747,17.5635382333333
"1089","chxk1-2","C",3,"(-)","PsaH",12,1,17.64797592,17.5635382333333
"1090","chxk1-2","A",1,"(+)","PsaH",12,1,18.36433601,18.3865019466667
"1091","chxk1-2","A",2,"(+)","PsaH",12,1,18.33322334,18.3865019466667
"1092","chxk1-2","A",3,"(+)","PsaH",12,1,18.46194649,18.3865019466667
"1093","chxk1-2","B",1,"(+)","PsaH",12,1,17.70096016,17.6332384766667
"1094","chxk1-2","B",2,"(+)","PsaH",12,1,17.51750374,17.6332384766667
"1095","chxk1-2","B",3,"(+)","PsaH",12,1,17.68125153,17.6332384766667
"1096","chxk1-2","C",1,"(+)","PsaH",12,1,17.76208687,17.7444426233333
"1097","chxk1-2","C",2,"(+)","PsaH",12,1,17.73111725,17.7444426233333
"1098","chxk1-2","C",3,"(+)","PsaH",12,1,17.74012375,17.7444426233333
"1099","chxk1-2","A",1,"(-)","GLK1",12,1,21.34233475,21.3842220333333
"1100","chxk1-2","A",2,"(-)","GLK1",12,1,21.36417389,21.3842220333333
"1101","chxk1-2","A",3,"(-)","GLK1",12,1,21.44615746,21.3842220333333
"1102","chxk1-2","B",1,"(-)","GLK1",12,1,20.9053688,21.00376129
"1103","chxk1-2","B",2,"(-)","GLK1",12,1,21.01456261,21.00376129
"1104","chxk1-2","B",3,"(-)","GLK1",12,1,21.09135246,21.00376129
"1105","chxk1-2","C",1,"(-)","GLK1",12,1,21.32216454,21.30065791
"1106","chxk1-2","C",2,"(-)","GLK1",12,1,21.38391876,21.30065791
"1107","chxk1-2","C",3,"(-)","GLK1",12,1,21.19589043,21.30065791
"1108","chxk1-2","A",1,"(+)","GLK1",12,1,22.2511692,22.23340988
"1109","chxk1-2","A",2,"(+)","GLK1",12,1,22.37516975,22.23340988
"1110","chxk1-2","A",3,"(+)","GLK1",12,1,22.07389069,22.23340988
"1111","chxk1-2","B",1,"(+)","GLK1",12,1,20.98351479,21.04833476
"1112","chxk1-2","B",2,"(+)","GLK1",12,1,20.98187828,21.04833476
"1113","chxk1-2","B",3,"(+)","GLK1",12,1,21.17961121,21.04833476
"1114","chxk1-2","C",1,"(+)","GLK1",12,1,20.96130943,21.1374492633333
"1115","chxk1-2","C",2,"(+)","GLK1",12,1,21.1745491,21.1374492633333
"1116","chxk1-2","C",3,"(+)","GLK1",12,1,21.27648926,21.1374492633333
"1117","chxk1-2","A",1,"(-)","RBCS1",12,1,8.575827599,8.969277382
"1118","chxk1-2","A",2,"(-)","RBCS1",12,1,9.566765785,8.969277382
"1119","chxk1-2","A",3,"(-)","RBCS1",12,1,8.765238762,8.969277382
"1120","chxk1-2","B",1,"(-)","RBCS1",12,1,9.501880646,9.433813413
"1121","chxk1-2","B",2,"(-)","RBCS1",12,1,9.386273384,9.433813413
"1122","chxk1-2","B",3,"(-)","RBCS1",12,1,9.413286209,9.433813413
"1123","chxk1-2","C",1,"(-)","RBCS1",12,1,9.332257271,9.45563062033333
"1124","chxk1-2","C",2,"(-)","RBCS1",12,1,9.559397697,9.45563062033333
"1125","chxk1-2","C",3,"(-)","RBCS1",12,1,9.475236893,9.45563062033333
"1126","chxk1-2","A",1,"(+)","RBCS1",12,1,10.24542332,10.1632474266667
"1127","chxk1-2","A",2,"(+)","RBCS1",12,1,10.06232071,10.1632474266667
"1128","chxk1-2","A",3,"(+)","RBCS1",12,1,10.18199825,10.1632474266667
"1129","chxk1-2","B",1,"(+)","RBCS1",12,1,10.02395248,9.75176811066667
"1130","chxk1-2","B",2,"(+)","RBCS1",12,1,9.518200874,9.75176811066667
"1131","chxk1-2","B",3,"(+)","RBCS1",12,1,9.713150978,9.75176811066667
"1132","chxk1-2","C",1,"(+)","RBCS1",12,1,9.823218346,9.90292930533333
"1133","chxk1-2","C",2,"(+)","RBCS1",12,1,9.88273716,9.90292930533333
"1134","chxk1-2","C",3,"(+)","RBCS1",12,1,10.00283241,9.90292930533333
"1135","chxk1-2","A",1,"(-)","HXK1",12,1,18.34453773,18.4439760833333
"1136","chxk1-2","A",2,"(-)","HXK1",12,1,18.68968964,18.4439760833333
"1137","chxk1-2","A",3,"(-)","HXK1",12,1,18.29770088,18.4439760833333
"1138","chxk1-2","B",1,"(-)","HXK1",12,1,18.19210052,18.2906646733333
"1139","chxk1-2","B",2,"(-)","HXK1",12,1,18.21315575,18.2906646733333
"1140","chxk1-2","B",3,"(-)","HXK1",12,1,18.46673775,18.2906646733333
"1141","chxk1-2","C",1,"(-)","HXK1",12,1,17.98675156,18.2046864833333
"1142","chxk1-2","C",2,"(-)","HXK1",12,1,18.3354702,18.2046864833333
"1143","chxk1-2","C",3,"(-)","HXK1",12,1,18.29183769,18.2046864833333
"1144","chxk1-2","A",1,"(+)","HXK1",12,1,18.70466423,18.79290835
"1145","chxk1-2","A",2,"(+)","HXK1",12,1,18.74915886,18.79290835
"1146","chxk1-2","A",3,"(+)","HXK1",12,1,18.92490196,18.79290835
"1147","chxk1-2","B",1,"(+)","HXK1",12,1,17.86148834,18.3240706133333
"1148","chxk1-2","B",2,"(+)","HXK1",12,1,18.47730446,18.3240706133333
"1149","chxk1-2","B",3,"(+)","HXK1",12,1,18.63341904,18.3240706133333
"1150","chxk1-2","C",1,"(+)","HXK1",12,1,18.44924164,18.5330282833333
"1151","chxk1-2","C",2,"(+)","HXK1",12,1,18.54949188,18.5330282833333
"1152","chxk1-2","C",3,"(+)","HXK1",12,1,18.60035133,18.5330282833333
"1153","chxk1-2","A",1,"(-)","GAP1",12,1,16.85582352,16.95137342
"1154","chxk1-2","A",2,"(-)","GAP1",12,1,16.81011772,16.95137342
"1155","chxk1-2","A",3,"(-)","GAP1",12,1,17.18817902,16.95137342
"1156","chxk1-2","B",1,"(-)","GAP1",12,1,16.37168884,16.0748895
"1157","chxk1-2","B",2,"(-)","GAP1",12,1,16.26131821,16.0748895
"1158","chxk1-2","B",3,"(-)","GAP1",12,1,15.59166145,16.0748895
"1159","chxk1-2","C",1,"(-)","GAP1",12,1,16.11796188,16.3311513266667
"1160","chxk1-2","C",2,"(-)","GAP1",12,1,16.47373772,16.3311513266667
"1161","chxk1-2","C",3,"(-)","GAP1",12,1,16.40175438,16.3311513266667
"1162","chxk1-2","A",1,"(+)","GAP1",12,1,15.97667408,16.5468746833333
"1163","chxk1-2","A",2,"(+)","GAP1",12,1,16.75257874,16.5468746833333
"1164","chxk1-2","A",3,"(+)","GAP1",12,1,16.91137123,16.5468746833333
"1165","chxk1-2","B",1,"(+)","GAP1",12,1,15.6482935,15.9158662166667
"1166","chxk1-2","B",2,"(+)","GAP1",12,1,16.1707592,15.9158662166667
"1167","chxk1-2","B",3,"(+)","GAP1",12,1,15.92854595,15.9158662166667
"1168","chxk1-2","C",1,"(+)","GAP1",12,1,16.4053669,16.5909614566667
"1169","chxk1-2","C",2,"(+)","GAP1",12,1,16.86180687,16.5909614566667
"1170","chxk1-2","C",3,"(+)","GAP1",12,1,16.5057106,16.5909614566667
"1171","chxk1-2","A",1,"(-)","SMP1",12,1,16.89390373,17.8220443733333
"1172","chxk1-2","A",2,"(-)","SMP1",12,1,16.67612076,17.8220443733333
"1173","chxk1-2","A",3,"(-)","SMP1",12,1,19.89610863,17.8220443733333
"1174","chxk1-2","B",1,"(-)","SMP1",12,1,16.56703568,16.5750821433333
"1175","chxk1-2","B",2,"(-)","SMP1",12,1,16.5006237,16.5750821433333
"1176","chxk1-2","B",3,"(-)","SMP1",12,1,16.65758705,16.5750821433333
"1177","chxk1-2","C",1,"(-)","SMP1",12,1,16.49964714,16.6489791866667
"1178","chxk1-2","C",2,"(-)","SMP1",12,1,16.71458054,16.6489791866667
"1179","chxk1-2","C",3,"(-)","SMP1",12,1,16.73270988,16.6489791866667
"1180","chxk1-2","A",1,"(+)","SMP1",12,1,18.53456879,18.7046998366667
"1181","chxk1-2","A",2,"(+)","SMP1",12,1,18.74303055,18.7046998366667
"1182","chxk1-2","A",3,"(+)","SMP1",12,1,18.83650017,18.7046998366667
"1183","chxk1-2","B",1,"(+)","SMP1",12,1,16.36974335,16.1618760433333
"1184","chxk1-2","B",2,"(+)","SMP1",12,1,16.43572426,16.1618760433333
"1185","chxk1-2","B",3,"(+)","SMP1",12,1,15.68016052,16.1618760433333
"1186","chxk1-2","C",1,"(+)","SMP1",12,1,16.3427372,16.4181531266667
"1187","chxk1-2","C",2,"(+)","SMP1",12,1,16.37338257,16.4181531266667
"1188","chxk1-2","C",3,"(+)","SMP1",12,1,16.53833961,16.4181531266667
"1189","chxk1-2","A",1,"(-)","PYK2",12,1,21.47840881,21.4770755733333
"1190","chxk1-2","A",2,"(-)","PYK2",12,1,21.42209625,21.4770755733333
"1191","chxk1-2","A",3,"(-)","PYK2",12,1,21.53072166,21.4770755733333
"1192","chxk1-2","B",1,"(-)","PYK2",12,1,21.33952713,21.3841463733333
"1193","chxk1-2","B",2,"(-)","PYK2",12,1,21.42577553,21.3841463733333
"1194","chxk1-2","B",3,"(-)","PYK2",12,1,21.38713646,21.3841463733333
"1195","chxk1-2","C",1,"(-)","PYK2",12,1,21.27146149,21.2711219766667
"1196","chxk1-2","C",2,"(-)","PYK2",12,1,21.27476501,21.2711219766667
"1197","chxk1-2","C",3,"(-)","PYK2",12,1,21.26713943,21.2711219766667
"1198","chxk1-2","A",1,"(+)","PYK2",12,1,26.04158783,26.16457049
"1199","chxk1-2","A",2,"(+)","PYK2",12,1,26.25611305,26.16457049
"1200","chxk1-2","A",3,"(+)","PYK2",12,1,26.19601059,26.16457049
"1201","chxk1-2","B",1,"(+)","PYK2",12,1,21.56908607,21.6663424166667
"1202","chxk1-2","B",2,"(+)","PYK2",12,1,21.73753548,21.6663424166667
"1203","chxk1-2","B",3,"(+)","PYK2",12,1,21.6924057,21.6663424166667
"1204","chxk1-2","C",1,"(+)","PYK2",12,1,21.89655876,21.9302501666667
"1205","chxk1-2","C",2,"(+)","PYK2",12,1,21.93528366,21.9302501666667
"1206","chxk1-2","C",3,"(+)","PYK2",12,1,21.95890808,21.9302501666667
"1207","chxk1-2","A",1,"(-)","COX10",0.5,2,17.80596161,17.7300504066667
"1208","chxk1-2","A",2,"(-)","COX10",0.5,2,17.59644127,17.7300504066667
"1209","chxk1-2","A",3,"(-)","COX10",0.5,2,17.78774834,17.7300504066667
"1210","chxk1-2","B",1,"(-)","COX10",0.5,2,17.8129406,17.82597351
"1211","chxk1-2","B",2,"(-)","COX10",0.5,2,17.81666374,17.82597351
"1212","chxk1-2","B",3,"(-)","COX10",0.5,2,17.84831619,17.82597351
"1213","chxk1-2","C",1,"(-)","COX10",0.5,2,17.75052834,17.7331129733333
"1214","chxk1-2","C",2,"(-)","COX10",0.5,2,17.73891449,17.7331129733333
"1215","chxk1-2","C",3,"(-)","COX10",0.5,2,17.70989609,17.7331129733333
"1216","chxk1-2","A",1,"(+)","COX10",0.5,2,17.98408318,18.0424118033333
"1217","chxk1-2","A",2,"(+)","COX10",0.5,2,18.00540733,18.0424118033333
"1218","chxk1-2","A",3,"(+)","COX10",0.5,2,18.1377449,18.0424118033333
"1219","chxk1-2","B",1,"(+)","COX10",0.5,2,17.84115791,17.8257045766667
"1220","chxk1-2","B",2,"(+)","COX10",0.5,2,17.66972733,17.8257045766667
"1221","chxk1-2","B",3,"(+)","COX10",0.5,2,17.96622849,17.8257045766667
"1222","chxk1-2","C",1,"(+)","COX10",0.5,2,17.67638397,17.7893377933333
"1223","chxk1-2","C",2,"(+)","COX10",0.5,2,17.84119606,17.7893377933333
"1224","chxk1-2","C",3,"(+)","COX10",0.5,2,17.85043335,17.7893377933333
"1225","chxk1-2","A",1,"(-)","DegP2",0.5,2,22.20240974,22.04889997
"1226","chxk1-2","A",2,"(-)","DegP2",0.5,2,21.79781342,22.04889997
"1227","chxk1-2","A",3,"(-)","DegP2",0.5,2,22.14647675,22.04889997
"1228","chxk1-2","B",1,"(-)","DegP2",0.5,2,21.97107887,22.1362044
"1229","chxk1-2","B",2,"(-)","DegP2",0.5,2,22.20053291,22.1362044
"1230","chxk1-2","B",3,"(-)","DegP2",0.5,2,22.23700142,22.1362044
"1231","chxk1-2","C",1,"(-)","DegP2",0.5,2,21.92257881,21.8296025566667
"1232","chxk1-2","C",2,"(-)","DegP2",0.5,2,21.62557983,21.8296025566667
"1233","chxk1-2","C",3,"(-)","DegP2",0.5,2,21.94064903,21.8296025566667
"1234","chxk1-2","A",1,"(+)","DegP2",0.5,2,22.68293953,22.67217191
"1235","chxk1-2","A",2,"(+)","DegP2",0.5,2,22.67854881,22.67217191
"1236","chxk1-2","A",3,"(+)","DegP2",0.5,2,22.65502739,22.67217191
"1237","chxk1-2","B",1,"(+)","DegP2",0.5,2,22.50706673,22.8003991466667
"1238","chxk1-2","B",2,"(+)","DegP2",0.5,2,22.75102806,22.8003991466667
"1239","chxk1-2","B",3,"(+)","DegP2",0.5,2,23.14310265,22.8003991466667
"1240","chxk1-2","C",1,"(+)","DegP2",0.5,2,23.38576508,23.1657479633333
"1241","chxk1-2","C",2,"(+)","DegP2",0.5,2,22.95256424,23.1657479633333
"1242","chxk1-2","C",3,"(+)","DegP2",0.5,2,23.15891457,23.1657479633333
"1243","chxk1-2","A",1,"(-)","DegP1",0.5,2,18.34980202,18.3447901433333
"1244","chxk1-2","A",2,"(-)","DegP1",0.5,2,18.78743744,18.3447901433333
"1245","chxk1-2","A",3,"(-)","DegP1",0.5,2,17.89713097,18.3447901433333
"1246","chxk1-2","B",1,"(-)","DegP1",0.5,2,18.47427368,18.69521904
"1247","chxk1-2","B",2,"(-)","DegP1",0.5,2,18.92655945,18.69521904
"1248","chxk1-2","B",3,"(-)","DegP1",0.5,2,18.68482399,18.69521904
"1249","chxk1-2","C",1,"(-)","DegP1",0.5,2,18.68918991,18.7552617366667
"1250","chxk1-2","C",2,"(-)","DegP1",0.5,2,18.31459808,18.7552617366667
"1251","chxk1-2","C",3,"(-)","DegP1",0.5,2,19.26199722,18.7552617366667
"1252","chxk1-2","A",1,"(+)","DegP1",0.5,2,18.46849251,18.45870018
"1253","chxk1-2","A",2,"(+)","DegP1",0.5,2,18.43054008,18.45870018
"1254","chxk1-2","A",3,"(+)","DegP1",0.5,2,18.47706795,18.45870018
"1255","chxk1-2","B",1,"(+)","DegP1",0.5,2,18.01603508,18.25209554
"1256","chxk1-2","B",2,"(+)","DegP1",0.5,2,18.43571854,18.25209554
"1257","chxk1-2","B",3,"(+)","DegP1",0.5,2,18.304533,18.25209554
"1258","chxk1-2","C",1,"(+)","DegP1",0.5,2,17.98671722,18.1288839966667
"1259","chxk1-2","C",2,"(+)","DegP1",0.5,2,18.05404282,18.1288839966667
"1260","chxk1-2","C",3,"(+)","DegP1",0.5,2,18.34589195,18.1288839966667
"1261","chxk1-2","A",1,"(-)","FAD2A",0.5,2,23.36939049,23.3663196566667
"1262","chxk1-2","A",2,"(-)","FAD2A",0.5,2,23.33696365,23.3663196566667
"1263","chxk1-2","A",3,"(-)","FAD2A",0.5,2,23.39260483,23.3663196566667
"1264","chxk1-2","B",1,"(-)","FAD2A",0.5,2,23.30977821,23.6508649166667
"1265","chxk1-2","B",2,"(-)","FAD2A",0.5,2,23.89669609,23.6508649166667
"1266","chxk1-2","B",3,"(-)","FAD2A",0.5,2,23.74612045,23.6508649166667
"1267","chxk1-2","C",1,"(-)","FAD2A",0.5,2,24.15256691,24.15072759
"1268","chxk1-2","C",2,"(-)","FAD2A",0.5,2,23.9763279,24.15072759
"1269","chxk1-2","C",3,"(-)","FAD2A",0.5,2,24.32328796,24.15072759
"1270","chxk1-2","A",1,"(+)","FAD2A",0.5,2,23.53961945,24.23810641
"1271","chxk1-2","A",2,"(+)","FAD2A",0.5,2,24.60312843,24.23810641
"1272","chxk1-2","A",3,"(+)","FAD2A",0.5,2,24.57157135,24.23810641
"1273","chxk1-2","B",1,"(+)","FAD2A",0.5,2,23.16661835,23.6074384066667
"1274","chxk1-2","B",2,"(+)","FAD2A",0.5,2,23.51686859,23.6074384066667
"1275","chxk1-2","B",3,"(+)","FAD2A",0.5,2,24.13882828,23.6074384066667
"1276","chxk1-2","C",1,"(+)","FAD2A",0.5,2,24.97565269,25.0645294166667
"1277","chxk1-2","C",2,"(+)","FAD2A",0.5,2,24.93815994,25.0645294166667
"1278","chxk1-2","C",3,"(+)","FAD2A",0.5,2,25.27977562,25.0645294166667
"1279","chxk1-2","A",1,"(-)","APPS",12,2,16.62072754,16.2956619266667
"1280","chxk1-2","A",2,"(-)","APPS",12,2,16.03382301,16.2956619266667
"1281","chxk1-2","A",3,"(-)","APPS",12,2,16.23243523,16.2956619266667
"1282","chxk1-2","B",1,"(-)","APPS",12,2,15.7601366,15.9409373566667
"1283","chxk1-2","B",2,"(-)","APPS",12,2,15.89894676,15.9409373566667
"1284","chxk1-2","B",3,"(-)","APPS",12,2,16.16372871,15.9409373566667
"1285","chxk1-2","C",1,"(-)","APPS",12,2,16.00786209,16.1602077466667
"1286","chxk1-2","C",2,"(-)","APPS",12,2,16.00787544,16.1602077466667
"1287","chxk1-2","C",3,"(-)","APPS",12,2,16.46488571,16.1602077466667
"1288","chxk1-2","A",1,"(+)","APPS",12,2,15.91287708,16.22297128
"1289","chxk1-2","A",2,"(+)","APPS",12,2,16.5028038,16.22297128
"1290","chxk1-2","A",3,"(+)","APPS",12,2,16.25323296,16.22297128
"1291","chxk1-2","B",1,"(+)","APPS",12,2,15.9901123,16.0878283166667
"1292","chxk1-2","B",2,"(+)","APPS",12,2,15.98000336,16.0878283166667
"1293","chxk1-2","B",3,"(+)","APPS",12,2,16.29336929,16.0878283166667
"1294","chxk1-2","C",1,"(+)","APPS",12,2,16.44756508,16.4954249066667
"1295","chxk1-2","C",2,"(+)","APPS",12,2,16.44076538,16.4954249066667
"1296","chxk1-2","C",3,"(+)","APPS",12,2,16.59794426,16.4954249066667
"1297","chxk1-2","A",1,"(-)","MybTF",12,2,22.38465118,22.2338282233333
"1298","chxk1-2","A",2,"(-)","MybTF",12,2,22.37019157,22.2338282233333
"1299","chxk1-2","A",3,"(-)","MybTF",12,2,21.94664192,22.2338282233333
"1300","chxk1-2","B",1,"(-)","MybTF",12,2,21.44820595,21.37696902
"1301","chxk1-2","B",2,"(-)","MybTF",12,2,21.21450424,21.37696902
"1302","chxk1-2","B",3,"(-)","MybTF",12,2,21.46819687,21.37696902
"1303","chxk1-2","C",1,"(-)","MybTF",12,2,21.64056778,21.6428807566667
"1304","chxk1-2","C",2,"(-)","MybTF",12,2,21.64987373,21.6428807566667
"1305","chxk1-2","C",3,"(-)","MybTF",12,2,21.63820076,21.6428807566667
"1306","chxk1-2","A",1,"(+)","MybTF",12,2,21.35250854,21.5626398733333
"1307","chxk1-2","A",2,"(+)","MybTF",12,2,21.66670609,21.5626398733333
"1308","chxk1-2","A",3,"(+)","MybTF",12,2,21.66870499,21.5626398733333
"1309","chxk1-2","B",1,"(+)","MybTF",12,2,20.56130791,20.8463331866667
"1310","chxk1-2","B",2,"(+)","MybTF",12,2,20.78524399,20.8463331866667
"1311","chxk1-2","B",3,"(+)","MybTF",12,2,21.19244766,20.8463331866667
"1312","chxk1-2","C",1,"(+)","MybTF",12,2,20.82979584,21.3810958866667
"1313","chxk1-2","C",2,"(+)","MybTF",12,2,21.60355759,21.3810958866667
"1314","chxk1-2","C",3,"(+)","MybTF",12,2,21.70993423,21.3810958866667
"1315","chxk1-2","A",1,"(-)","MLDP1",12,2,19.27786827,19.2061608633333
"1316","chxk1-2","A",2,"(-)","MLDP1",12,2,19.16920471,19.2061608633333
"1317","chxk1-2","A",3,"(-)","MLDP1",12,2,19.17140961,19.2061608633333
"1318","chxk1-2","B",1,"(-)","MLDP1",12,2,18.10121155,18.1299705533333
"1319","chxk1-2","B",2,"(-)","MLDP1",12,2,17.91764069,18.1299705533333
"1320","chxk1-2","B",3,"(-)","MLDP1",12,2,18.37105942,18.1299705533333
"1321","chxk1-2","C",1,"(-)","MLDP1",12,2,18.64351082,17.9362258933333
