"","strain","bio_reps","tech_reps","treatment","target","timepoint","rxn","ct","mean_tech_rep_ct"
"351","bhxk1-1","C",3,"(-)","PsaH",12,1,18.35132408,18.3212839766667
"352","bhxk1-1","A",1,"(+)","PsaH",12,1,19.43193245,19.5440883666667
"353","bhxk1-1","A",2,"(+)","PsaH",12,1,19.65110207,19.5440883666667
"354","bhxk1-1","A",3,"(+)","PsaH",12,1,19.54923058,19.5440883666667
"355","bhxk1-1","B",1,"(+)","PsaH",12,1,18.66970444,18.69478798
"356","bhxk1-1","B",2,"(+)","PsaH",12,1,18.67257309,18.69478798
"357","bhxk1-1","B",3,"(+)","PsaH",12,1,18.74208641,18.69478798
"358","bhxk1-1","C",1,"(+)","PsaH",12,1,19.05915833,19.14806811
"359","bhxk1-1","C",2,"(+)","PsaH",12,1,19.17894363,19.14806811
"360","bhxk1-1","C",3,"(+)","PsaH",12,1,19.20610237,19.14806811
"361","bhxk1-1","A",1,"(-)","GLK1",12,1,21.41059303,21.4899686166667
"362","bhxk1-1","A",2,"(-)","GLK1",12,1,20.97441101,21.4899686166667
"363","bhxk1-1","A",3,"(-)","GLK1",12,1,22.08490181,21.4899686166667
"364","bhxk1-1","B",1,"(-)","GLK1",12,1,21.13908195,21.1553866066667
"365","bhxk1-1","B",2,"(-)","GLK1",12,1,21.03398705,21.1553866066667
"366","bhxk1-1","B",3,"(-)","GLK1",12,1,21.29309082,21.1553866066667
"367","bhxk1-1","C",1,"(-)","GLK1",12,1,21.62634087,21.6409053833333
"368","bhxk1-1","C",2,"(-)","GLK1",12,1,21.70178032,21.6409053833333
"369","bhxk1-1","C",3,"(-)","GLK1",12,1,21.59459496,21.6409053833333
"370","bhxk1-1","A",1,"(+)","GLK1",12,1,22.68206978,22.7114346833333
"371","bhxk1-1","A",2,"(+)","GLK1",12,1,22.70686722,22.7114346833333
"372","bhxk1-1","A",3,"(+)","GLK1",12,1,22.74536705,22.7114346833333
"373","bhxk1-1","B",1,"(+)","GLK1",12,1,21.72148895,22.0231291433333
"374","bhxk1-1","B",2,"(+)","GLK1",12,1,21.91749763,22.0231291433333
"375","bhxk1-1","B",3,"(+)","GLK1",12,1,22.43040085,22.0231291433333
"376","bhxk1-1","C",1,"(+)","GLK1",12,1,22.02940369,22.3081169133333
"377","bhxk1-1","C",2,"(+)","GLK1",12,1,22.36919212,22.3081169133333
"378","bhxk1-1","C",3,"(+)","GLK1",12,1,22.52575493,22.3081169133333
"379","bhxk1-1","A",1,"(-)","RBCS1",12,1,10.56062794,10.63460096
"380","bhxk1-1","A",2,"(-)","RBCS1",12,1,10.678895,10.63460096
"381","bhxk1-1","A",3,"(-)","RBCS1",12,1,10.66427994,10.63460096
"382","bhxk1-1","B",1,"(-)","RBCS1",12,1,10.92009926,10.57630539
"383","bhxk1-1","B",2,"(-)","RBCS1",12,1,10.48018742,10.57630539
"384","bhxk1-1","B",3,"(-)","RBCS1",12,1,10.32862949,10.57630539
"385","bhxk1-1","C",1,"(-)","RBCS1",12,1,10.92704487,10.97545751
"386","bhxk1-1","C",2,"(-)","RBCS1",12,1,11.03014183,10.97545751
"387","bhxk1-1","C",3,"(-)","RBCS1",12,1,10.96918583,10.97545751
"388","bhxk1-1","A",1,"(+)","RBCS1",12,1,12.07871151,11.9107557933333
"389","bhxk1-1","A",2,"(+)","RBCS1",12,1,11.80298519,11.9107557933333
"390","bhxk1-1","A",3,"(+)","RBCS1",12,1,11.85057068,11.9107557933333
"391","bhxk1-1","B",1,"(+)","RBCS1",12,1,11.06903362,11.1055870033333
"392","bhxk1-1","B",2,"(+)","RBCS1",12,1,11.15521431,11.1055870033333
"393","bhxk1-1","B",3,"(+)","RBCS1",12,1,11.09251308,11.1055870033333
"394","bhxk1-1","C",1,"(+)","RBCS1",12,1,11.95294571,11.8879887266667
"395","bhxk1-1","C",2,"(+)","RBCS1",12,1,11.94506741,11.8879887266667
"396","bhxk1-1","C",3,"(+)","RBCS1",12,1,11.76595306,11.8879887266667
"397","bhxk1-1","A",1,"(-)","HXK1",12,1,19.70147514,19.8880201966667
"398","bhxk1-1","A",2,"(-)","HXK1",12,1,20.00135803,19.8880201966667
"399","bhxk1-1","A",3,"(-)","HXK1",12,1,19.96122742,19.8880201966667
"400","bhxk1-1","B",1,"(-)","HXK1",12,1,19.96058464,20.2342262266667
"401","bhxk1-1","B",2,"(-)","HXK1",12,1,20.20715714,20.2342262266667
"402","bhxk1-1","B",3,"(-)","HXK1",12,1,20.5349369,20.2342262266667
"403","bhxk1-1","C",1,"(-)","HXK1",12,1,20.7580204,20.7326100666667
"404","bhxk1-1","C",2,"(-)","HXK1",12,1,20.77646637,20.7326100666667
"405","bhxk1-1","C",3,"(-)","HXK1",12,1,20.66334343,20.7326100666667
"406","bhxk1-1","A",1,"(+)","HXK1",12,1,20.39575195,20.32746315
"407","bhxk1-1","A",2,"(+)","HXK1",12,1,20.25072098,20.32746315
"408","bhxk1-1","A",3,"(+)","HXK1",12,1,20.33591652,20.32746315
"409","bhxk1-1","B",1,"(+)","HXK1",12,1,19.79969788,19.8330218033333
"410","bhxk1-1","B",2,"(+)","HXK1",12,1,19.8337822,19.8330218033333
"411","bhxk1-1","B",3,"(+)","HXK1",12,1,19.86558533,19.8330218033333
"412","bhxk1-1","C",1,"(+)","HXK1",12,1,20.5961895,20.6226501466667
"413","bhxk1-1","C",2,"(+)","HXK1",12,1,20.66595268,20.6226501466667
"414","bhxk1-1","C",3,"(+)","HXK1",12,1,20.60580826,20.6226501466667
"415","bhxk1-1","A",1,"(-)","GAP1",12,1,16.34065819,16.4827251433333
"416","bhxk1-1","A",2,"(-)","GAP1",12,1,16.44272995,16.4827251433333
"417","bhxk1-1","A",3,"(-)","GAP1",12,1,16.66478729,16.4827251433333
"418","bhxk1-1","B",1,"(-)","GAP1",12,1,16.64486122,16.69661522
"419","bhxk1-1","B",2,"(-)","GAP1",12,1,16.29597664,16.69661522
"420","bhxk1-1","B",3,"(-)","GAP1",12,1,17.1490078,16.69661522
"421","bhxk1-1","C",1,"(-)","GAP1",12,1,17.55783653,17.33768209
"422","bhxk1-1","C",2,"(-)","GAP1",12,1,17.48731995,17.33768209
"423","bhxk1-1","C",3,"(-)","GAP1",12,1,16.96788979,17.33768209
"424","bhxk1-1","A",1,"(+)","GAP1",12,1,17.83765221,17.7733491266667
"425","bhxk1-1","A",2,"(+)","GAP1",12,1,18.01271057,17.7733491266667
"426","bhxk1-1","A",3,"(+)","GAP1",12,1,17.4696846,17.7733491266667
"427","bhxk1-1","B",1,"(+)","GAP1",12,1,17.65719795,17.7930297833333
"428","bhxk1-1","B",2,"(+)","GAP1",12,1,17.82587433,17.7930297833333
"429","bhxk1-1","B",3,"(+)","GAP1",12,1,17.89601707,17.7930297833333
"430","bhxk1-1","C",1,"(+)","GAP1",12,1,18.40365791,18.3476193733333
"431","bhxk1-1","C",2,"(+)","GAP1",12,1,18.12627411,18.3476193733333
"432","bhxk1-1","C",3,"(+)","GAP1",12,1,18.5129261,18.3476193733333
"433","bhxk1-1","A",1,"(-)","SMP1",12,1,16.62014008,16.83055687
"434","bhxk1-1","A",2,"(-)","SMP1",12,1,16.89347267,16.83055687
"435","bhxk1-1","A",3,"(-)","SMP1",12,1,16.97805786,16.83055687
"436","bhxk1-1","B",1,"(-)","SMP1",12,1,17.39316368,17.28373146
"437","bhxk1-1","B",2,"(-)","SMP1",12,1,16.93959236,17.28373146
"438","bhxk1-1","B",3,"(-)","SMP1",12,1,17.51843834,17.28373146
"439","bhxk1-1","C",1,"(-)","SMP1",12,1,18.16864967,18.1998964933333
"440","bhxk1-1","C",2,"(-)","SMP1",12,1,18.42036819,18.1998964933333
"441","bhxk1-1","C",3,"(-)","SMP1",12,1,18.01067162,18.1998964933333
"442","bhxk1-1","A",1,"(+)","SMP1",12,1,16.82858467,16.9057140366667
"443","bhxk1-1","A",2,"(+)","SMP1",12,1,16.84747887,16.9057140366667
"444","bhxk1-1","A",3,"(+)","SMP1",12,1,17.04107857,16.9057140366667
"445","bhxk1-1","B",1,"(+)","SMP1",12,1,17.21613503,17.2296746566667
"446","bhxk1-1","B",2,"(+)","SMP1",12,1,17.22832298,17.2296746566667
"447","bhxk1-1","B",3,"(+)","SMP1",12,1,17.24456596,17.2296746566667
"448","bhxk1-1","C",1,"(+)","SMP1",12,1,16.95611382,17.30621465
"449","bhxk1-1","C",2,"(+)","SMP1",12,1,17.4232769,17.30621465
"450","bhxk1-1","C",3,"(+)","SMP1",12,1,17.53925323,17.30621465
"451","bhxk1-1","A",1,"(-)","PYK2",12,1,20.58188057,20.5047893533333
"452","bhxk1-1","A",2,"(-)","PYK2",12,1,20.54731369,20.5047893533333
"453","bhxk1-1","A",3,"(-)","PYK2",12,1,20.3851738,20.5047893533333
"454","bhxk1-1","B",1,"(-)","PYK2",12,1,21.54623985,21.38959694
"455","bhxk1-1","B",2,"(-)","PYK2",12,1,21.26729584,21.38959694
"456","bhxk1-1","B",3,"(-)","PYK2",12,1,21.35525513,21.38959694
"457","bhxk1-1","C",1,"(-)","PYK2",12,1,21.9342804,22.04078293
"458","bhxk1-1","C",2,"(-)","PYK2",12,1,22.19506836,22.04078293
"459","bhxk1-1","C",3,"(-)","PYK2",12,1,21.99300003,22.04078293
"460","bhxk1-1","A",1,"(+)","PYK2",12,1,21.95098877,22.25317955
"461","bhxk1-1","A",2,"(+)","PYK2",12,1,22.5085659,22.25317955
"462","bhxk1-1","A",3,"(+)","PYK2",12,1,22.29998398,22.25317955
"463","bhxk1-1","B",1,"(+)","PYK2",12,1,22.09331512,21.88241386
"464","bhxk1-1","B",2,"(+)","PYK2",12,1,21.8006916,21.88241386
"465","bhxk1-1","B",3,"(+)","PYK2",12,1,21.75323486,21.88241386
"466","bhxk1-1","C",1,"(+)","PYK2",12,1,23.28001404,23.2225602466667
"467","bhxk1-1","C",2,"(+)","PYK2",12,1,23.5156002,23.2225602466667
"468","bhxk1-1","C",3,"(+)","PYK2",12,1,22.8720665,23.2225602466667
"469","bhxk1-1","A",1,"(-)","COX10",0.5,2,16.65434837,16.79245122
"470","bhxk1-1","A",2,"(-)","COX10",0.5,2,16.83187866,16.79245122
"471","bhxk1-1","A",3,"(-)","COX10",0.5,2,16.89112663,16.79245122
"472","bhxk1-1","B",1,"(-)","COX10",0.5,2,16.77293015,16.9171301566667
"473","bhxk1-1","B",2,"(-)","COX10",0.5,2,17.07817841,16.9171301566667
"474","bhxk1-1","B",3,"(-)","COX10",0.5,2,16.90028191,16.9171301566667
"475","bhxk1-1","C",1,"(-)","COX10",0.5,2,17.80360794,17.5627524066667
"476","bhxk1-1","C",2,"(-)","COX10",0.5,2,17.59464264,17.5627524066667
"477","bhxk1-1","C",3,"(-)","COX10",0.5,2,17.29000664,17.5627524066667
"478","bhxk1-1","A",1,"(+)","COX10",0.5,2,17.36210823,17.13740031
"479","bhxk1-1","A",2,"(+)","COX10",0.5,2,16.82019997,17.13740031
"480","bhxk1-1","A",3,"(+)","COX10",0.5,2,17.22989273,17.13740031
"481","bhxk1-1","B",1,"(+)","COX10",0.5,2,16.68879128,16.6916694666667
"482","bhxk1-1","B",2,"(+)","COX10",0.5,2,16.60133934,16.6916694666667
"483","bhxk1-1","B",3,"(+)","COX10",0.5,2,16.78487778,16.6916694666667
"484","bhxk1-1","C",1,"(+)","COX10",0.5,2,16.68759155,16.9672323833333
"485","bhxk1-1","C",2,"(+)","COX10",0.5,2,16.87068939,16.9672323833333
"486","bhxk1-1","C",3,"(+)","COX10",0.5,2,17.34341621,16.9672323833333
"487","bhxk1-1","A",1,"(-)","DegP2",0.5,2,19.09788895,19.2168064133333
"488","bhxk1-1","A",2,"(-)","DegP2",0.5,2,18.98099709,19.2168064133333
"489","bhxk1-1","A",3,"(-)","DegP2",0.5,2,19.5715332,19.2168064133333
"490","bhxk1-1","B",1,"(-)","DegP2",0.5,2,19.12492561,19.4047273
"491","bhxk1-1","B",2,"(-)","DegP2",0.5,2,19.40243149,19.4047273
"492","bhxk1-1","B",3,"(-)","DegP2",0.5,2,19.6868248,19.4047273
"493","bhxk1-1","C",1,"(-)","DegP2",0.5,2,19.44418907,19.6607952133333
"494","bhxk1-1","C",2,"(-)","DegP2",0.5,2,19.7616787,19.6607952133333
"495","bhxk1-1","C",3,"(-)","DegP2",0.5,2,19.77651787,19.6607952133333
"496","bhxk1-1","A",1,"(+)","DegP2",0.5,2,20.84714508,20.8185284933333
"497","bhxk1-1","A",2,"(+)","DegP2",0.5,2,20.76918411,20.8185284933333
"498","bhxk1-1","A",3,"(+)","DegP2",0.5,2,20.83925629,20.8185284933333
"499","bhxk1-1","B",1,"(+)","DegP2",0.5,2,20.12242699,20.1011803933333
"500","bhxk1-1","B",2,"(+)","DegP2",0.5,2,19.99690437,20.1011803933333
"501","bhxk1-1","B",3,"(+)","DegP2",0.5,2,20.18420982,20.1011803933333
"502","bhxk1-1","C",1,"(+)","DegP2",0.5,2,20.57239532,20.60738881
"503","bhxk1-1","C",2,"(+)","DegP2",0.5,2,20.54528999,20.60738881
"504","bhxk1-1","C",3,"(+)","DegP2",0.5,2,20.70448112,20.60738881
"505","bhxk1-1","A",1,"(-)","DegP1",0.5,2,17.50068283,17.86852773
"506","bhxk1-1","A",2,"(-)","DegP1",0.5,2,17.82551956,17.86852773
"507","bhxk1-1","A",3,"(-)","DegP1",0.5,2,18.2793808,17.86852773
"508","bhxk1-1","B",1,"(-)","DegP1",0.5,2,18.01321793,18.1239560466667
"509","bhxk1-1","B",2,"(-)","DegP1",0.5,2,18.32411385,18.1239560466667
"510","bhxk1-1","B",3,"(-)","DegP1",0.5,2,18.03453636,18.1239560466667
"511","bhxk1-1","C",1,"(-)","DegP1",0.5,2,17.96364594,18.55428378
"512","bhxk1-1","C",2,"(-)","DegP1",0.5,2,19.3619175,18.55428378
"513","bhxk1-1","C",3,"(-)","DegP1",0.5,2,18.3372879,18.55428378
"514","bhxk1-1","A",1,"(+)","DegP1",0.5,2,17.91861343,18.2236715933333
"515","bhxk1-1","A",2,"(+)","DegP1",0.5,2,18.27420044,18.2236715933333
"516","bhxk1-1","A",3,"(+)","DegP1",0.5,2,18.47820091,18.2236715933333
"517","bhxk1-1","B",1,"(+)","DegP1",0.5,2,18.25474358,18.2441482533333
"518","bhxk1-1","B",2,"(+)","DegP1",0.5,2,18.19994354,18.2441482533333
"519","bhxk1-1","B",3,"(+)","DegP1",0.5,2,18.27775764,18.2441482533333
"520","bhxk1-1","C",1,"(+)","DegP1",0.5,2,18.29417038,18.10862096
"521","bhxk1-1","C",2,"(+)","DegP1",0.5,2,17.76486969,18.10862096
"522","bhxk1-1","C",3,"(+)","DegP1",0.5,2,18.26682281,18.10862096
"523","bhxk1-1","A",1,"(-)","FAD2A",0.5,2,19.55056572,19.4664732633333
"524","bhxk1-1","A",2,"(-)","FAD2A",0.5,2,19.38149834,19.4664732633333
"525","bhxk1-1","A",3,"(-)","FAD2A",0.5,2,19.46735573,19.4664732633333
"526","bhxk1-1","B",1,"(-)","FAD2A",0.5,2,19.38871002,19.3268642433333
"527","bhxk1-1","B",2,"(-)","FAD2A",0.5,2,19.3480835,19.3268642433333
"528","bhxk1-1","B",3,"(-)","FAD2A",0.5,2,19.24379921,19.3268642433333
"529","bhxk1-1","C",1,"(-)","FAD2A",0.5,2,19.7315464,19.65718651
"530","bhxk1-1","C",2,"(-)","FAD2A",0.5,2,19.70651627,19.65718651
"531","bhxk1-1","C",3,"(-)","FAD2A",0.5,2,19.53349686,19.65718651
"532","bhxk1-1","A",1,"(+)","FAD2A",0.5,2,19.63472557,20.06359927
"533","bhxk1-1","A",2,"(+)","FAD2A",0.5,2,20.12933922,20.06359927
"534","bhxk1-1","A",3,"(+)","FAD2A",0.5,2,20.42673302,20.06359927
"535","bhxk1-1","B",1,"(+)","FAD2A",0.5,2,20.37700462,20.76660474
"536","bhxk1-1","B",2,"(+)","FAD2A",0.5,2,20.72947693,20.76660474
"537","bhxk1-1","B",3,"(+)","FAD2A",0.5,2,21.19333267,20.76660474
"538","bhxk1-1","C",1,"(+)","FAD2A",0.5,2,20.66429901,20.7333653733333
"539","bhxk1-1","C",2,"(+)","FAD2A",0.5,2,20.65842628,20.7333653733333
"540","bhxk1-1","C",3,"(+)","FAD2A",0.5,2,20.87737083,20.7333653733333
"541","bhxk1-1","A",1,"(-)","APPS",12,2,16.36009407,16.5076402033333
"542","bhxk1-1","A",2,"(-)","APPS",12,2,16.30362129,16.5076402033333
"543","bhxk1-1","A",3,"(-)","APPS",12,2,16.85920525,16.5076402033333
"544","bhxk1-1","B",1,"(-)","APPS",12,2,16.46622467,16.39562734
"545","bhxk1-1","B",2,"(-)","APPS",12,2,16.38503838,16.39562734
"546","bhxk1-1","B",3,"(-)","APPS",12,2,16.33561897,16.39562734
"547","bhxk1-1","C",1,"(-)","APPS",12,2,15.92679405,15.8768275566667
"548","bhxk1-1","C",2,"(-)","APPS",12,2,15.91667843,15.8768275566667
"549","bhxk1-1","C",3,"(-)","APPS",12,2,15.78701019,15.8768275566667
"550","bhxk1-1","A",1,"(+)","APPS",12,2,16.24739075,16.3878294633333
"551","bhxk1-1","A",2,"(+)","APPS",12,2,16.45121002,16.3878294633333
"552","bhxk1-1","A",3,"(+)","APPS",12,2,16.46488762,16.3878294633333
"553","bhxk1-1","B",1,"(+)","APPS",12,2,15.55489349,15.9547163633333
"554","bhxk1-1","B",2,"(+)","APPS",12,2,15.93327904,15.9547163633333
"555","bhxk1-1","B",3,"(+)","APPS",12,2,16.37597656,15.9547163633333
"556","bhxk1-1","C",1,"(+)","APPS",12,2,17.11760521,16.6896851866667
"557","bhxk1-1","C",2,"(+)","APPS",12,2,16.54331398,16.6896851866667
"558","bhxk1-1","C",3,"(+)","APPS",12,2,16.40813637,16.6896851866667
"559","bhxk1-1","A",1,"(-)","MybTF",12,2,21.68837357,21.69494629
"560","bhxk1-1","A",2,"(-)","MybTF",12,2,21.67763138,21.69494629
"561","bhxk1-1","A",3,"(-)","MybTF",12,2,21.71883392,21.69494629
"562","bhxk1-1","B",1,"(-)","MybTF",12,2,21.80443001,21.5296071366667
"563","bhxk1-1","B",2,"(-)","MybTF",12,2,21.53343582,21.5296071366667
"564","bhxk1-1","B",3,"(-)","MybTF",12,2,21.25095558,21.5296071366667
"565","bhxk1-1","C",1,"(-)","MybTF",12,2,21.65232086,21.9918931333333
"566","bhxk1-1","C",2,"(-)","MybTF",12,2,21.83351326,21.9918931333333
"567","bhxk1-1","C",3,"(-)","MybTF",12,2,22.48984528,21.9918931333333
"568","bhxk1-1","A",1,"(+)","MybTF",12,2,22.4269352,22.6265850066667
"569","bhxk1-1","A",2,"(+)","MybTF",12,2,22.98390007,22.6265850066667
"570","bhxk1-1","A",3,"(+)","MybTF",12,2,22.46891975,22.6265850066667
"571","bhxk1-1","B",1,"(+)","MybTF",12,2,22.59446907,22.5605704
"572","bhxk1-1","B",2,"(+)","MybTF",12,2,22.55900383,22.5605704
"573","bhxk1-1","B",3,"(+)","MybTF",12,2,22.5282383,22.5605704
"574","bhxk1-1","C",1,"(+)","MybTF",12,2,22.53394127,22.5864016233333
"575","bhxk1-1","C",2,"(+)","MybTF",12,2,22.64416695,22.5864016233333
"576","bhxk1-1","C",3,"(+)","MybTF",12,2,22.58109665,22.5864016233333
"577","bhxk1-1","A",1,"(-)","MLDP1",12,2,16.333395,16.24119631
"578","bhxk1-1","A",2,"(-)","MLDP1",12,2,16.33335876,16.24119631
"579","bhxk1-1","A",3,"(-)","MLDP1",12,2,16.05683517,16.24119631
"580","bhxk1-1","B",1,"(-)","MLDP1",12,2,15.68827343,16.0482517866667
"581","bhxk1-1","B",2,"(-)","MLDP1",12,2,15.82067108,16.0482517866667
"582","bhxk1-1","B",3,"(-)","MLDP1",12,2,16.63581085,16.0482517866667
"583","bhxk1-1","C",1,"(-)","MLDP1",12,2,16.41023064,16.0313501366667
"584","bhxk1-1","C",2,"(-)","MLDP1",12,2,15.81153297,16.0313501366667
"585","bhxk1-1","C",3,"(-)","MLDP1",12,2,15.8722868,16.0313501366667
"586","bhxk1-1","A",1,"(+)","MLDP1",12,2,16.87966919,17.1862837466667
"587","bhxk1-1","A",2,"(+)","MLDP1",12,2,17.15102768,17.1862837466667
"588","bhxk1-1","A",3,"(+)","MLDP1",12,2,17.52815437,17.1862837466667
"589","bhxk1-1","B",1,"(+)","MLDP1",12,2,16.98618507,17.0055802666667
"590","bhxk1-1","B",2,"(+)","MLDP1",12,2,16.77059174,17.0055802666667
"591","bhxk1-1","B",3,"(+)","MLDP1",12,2,17.25996399,17.0055802666667
"592","bhxk1-1","C",1,"(+)","MLDP1",12,2,17.63328552,17.5876897166667
"593","bhxk1-1","C",2,"(+)","MLDP1",12,2,17.3509655,17.5876897166667
"594","bhxk1-1","C",3,"(+)","MLDP1",12,2,17.77881813,17.5876897166667
"595","bhxk1-1","A",1,"(-)","FAD2",12,2,18.83695602,19.1115258533333
"596","bhxk1-1","A",2,"(-)","FAD2",12,2,19.26364708,19.1115258533333
"597","bhxk1-1","A",3,"(-)","FAD2",12,2,19.23397446,19.1115258533333
"598","bhxk1-1","B",1,"(-)","FAD2",12,2,19.36186981,19.4466362
"599","bhxk1-1","B",2,"(-)","FAD2",12,2,19.49956703,19.4466362
"600","bhxk1-1","B",3,"(-)","FAD2",12,2,19.47847176,19.4466362
"601","bhxk1-1","C",1,"(-)","FAD2",12,2,19.50769424,19.6650174433333
"602","bhxk1-1","C",2,"(-)","FAD2",12,2,19.85535812,19.6650174433333
"603","bhxk1-1","C",3,"(-)","FAD2",12,2,19.63199997,19.6650174433333
"604","bhxk1-1","A",1,"(+)","FAD2",12,2,19.97500038,19.64533806
"605","bhxk1-1","A",2,"(+)","FAD2",12,2,19.24159241,19.64533806
"606","bhxk1-1","A",3,"(+)","FAD2",12,2,19.71942139,19.64533806
"607","bhxk1-1","B",1,"(+)","FAD2",12,2,18.96244049,19.2906748433333
"608","bhxk1-1","B",2,"(+)","FAD2",12,2,19.37869453,19.2906748433333
"609","bhxk1-1","B",3,"(+)","FAD2",12,2,19.53088951,19.2906748433333
"610","bhxk1-1","C",1,"(+)","FAD2",12,2,19.74679375,19.71451823
"611","bhxk1-1","C",2,"(+)","FAD2",12,2,19.83108711,19.71451823
"612","bhxk1-1","C",3,"(+)","FAD2",12,2,19.56567383,19.71451823
"613","bhxk1-1","A",1,"(-)","BKT1",12,2,20.53596115,20.5195751166667
"614","bhxk1-1","A",2,"(-)","BKT1",12,2,20.46786308,20.5195751166667
"615","bhxk1-1","A",3,"(-)","BKT1",12,2,20.55490112,20.5195751166667
"616","bhxk1-1","B",1,"(-)","BKT1",12,2,20.62445259,20.5603014633333
"617","bhxk1-1","B",2,"(-)","BKT1",12,2,20.55464745,20.5603014633333
"618","bhxk1-1","B",3,"(-)","BKT1",12,2,20.50180435,20.5603014633333
"619","bhxk1-1","C",1,"(-)","BKT1",12,2,20.31498528,20.3465957633333
"620","bhxk1-1","C",2,"(-)","BKT1",12,2,20.3130722,20.3465957633333
"621","bhxk1-1","C",3,"(-)","BKT1",12,2,20.41172981,20.3465957633333
"622","bhxk1-1","A",1,"(+)","BKT1",12,2,20.26262665,20.2512537666667
"623","bhxk1-1","A",2,"(+)","BKT1",12,2,20.15167618,20.2512537666667
"624","bhxk1-1","A",3,"(+)","BKT1",12,2,20.33945847,20.2512537666667
"625","bhxk1-1","B",1,"(+)","BKT1",12,2,19.9456501,19.9101085666667
"626","bhxk1-1","B",2,"(+)","BKT1",12,2,19.8901844,19.9101085666667
"627","bhxk1-1","B",3,"(+)","BKT1",12,2,19.8944912,19.9101085666667
"628","bhxk1-1","C",1,"(+)","BKT1",12,2,20.483778,20.4912103033333
"629","bhxk1-1","C",2,"(+)","BKT1",12,2,20.42776871,20.4912103033333
"630","bhxk1-1","C",3,"(+)","BKT1",12,2,20.5620842,20.4912103033333
"631","bhxk1-1","A",1,"(-)","BKT2",12,2,22.20234489,22.2065792066667
"632","bhxk1-1","A",2,"(-)","BKT2",12,2,22.13690376,22.2065792066667
"633","bhxk1-1","A",3,"(-)","BKT2",12,2,22.28048897,22.2065792066667
"634","bhxk1-1","B",1,"(-)","BKT2",12,2,21.87385559,22.1018435166667
"635","bhxk1-1","B",2,"(-)","BKT2",12,2,22.13947487,22.1018435166667
"636","bhxk1-1","B",3,"(-)","BKT2",12,2,22.29220009,22.1018435166667
"637","bhxk1-1","C",1,"(-)","BKT2",12,2,21.67851067,21.6662934633333
"638","bhxk1-1","C",2,"(-)","BKT2",12,2,21.61095238,21.6662934633333
"639","bhxk1-1","C",3,"(-)","BKT2",12,2,21.70941734,21.6662934633333
"640","bhxk1-1","A",1,"(+)","BKT2",12,2,22.36874008,22.2241090133333
"641","bhxk1-1","A",2,"(+)","BKT2",12,2,22.29141235,22.2241090133333
"642","bhxk1-1","A",3,"(+)","BKT2",12,2,22.01217461,22.2241090133333
"643","bhxk1-1","B",1,"(+)","BKT2",12,2,21.90262985,21.7535362233333
"644","bhxk1-1","B",2,"(+)","BKT2",12,2,22.00111389,21.7535362233333
"645","bhxk1-1","B",3,"(+)","BKT2",12,2,21.35686493,21.7535362233333
"646","bhxk1-1","C",1,"(+)","BKT2",12,2,22.29189873,22.3512134566667
"647","bhxk1-1","C",2,"(+)","BKT2",12,2,22.54685211,22.3512134566667
"648","bhxk1-1","C",3,"(+)","BKT2",12,2,22.21488953,22.3512134566667
"649","bhxk1-1","A",1,"(-)","DEGP1",12,2,19.22053337,19.07008044
"650","bhxk1-1","A",2,"(-)","DEGP1",12,2,18.95744896,19.07008044
"651","bhxk1-1","A",3,"(-)","DEGP1",12,2,19.03225899,19.07008044
"652","bhxk1-1","B",1,"(-)","DEGP1",12,2,19.36713028,19.2962958
"653","bhxk1-1","B",2,"(-)","DEGP1",12,2,19.31355667,19.2962958
"654","bhxk1-1","B",3,"(-)","DEGP1",12,2,19.20820045,19.2962958
"655","bhxk1-1","C",1,"(-)","DEGP1",12,2,19.25089264,19.1775023133333
"656","bhxk1-1","C",2,"(-)","DEGP1",12,2,18.93383598,19.1775023133333
"657","bhxk1-1","C",3,"(-)","DEGP1",12,2,19.34777832,19.1775023133333
"658","bhxk1-1","A",1,"(+)","DEGP1",12,2,19.83700943,19.8570378633333
"659","bhxk1-1","A",2,"(+)","DEGP1",12,2,19.88641167,19.8570378633333
"660","bhxk1-1","A",3,"(+)","DEGP1",12,2,19.84769249,19.8570378633333
"661","bhxk1-1","B",1,"(+)","DEGP1",12,2,19.48365593,19.5323925
"662","bhxk1-1","B",2,"(+)","DEGP1",12,2,19.50800323,19.5323925
"663","bhxk1-1","B",3,"(+)","DEGP1",12,2,19.60551834,19.5323925
"664","bhxk1-1","C",1,"(+)","DEGP1",12,2,19.94683266,19.8457984933333
"665","bhxk1-1","C",2,"(+)","DEGP1",12,2,19.78695488,19.8457984933333
"666","bhxk1-1","C",3,"(+)","DEGP1",12,2,19.80360794,19.8457984933333
"667","bhxk1-1","A",1,"(-)","DEGP2",12,2,21.87612724,21.8240032166667
"668","bhxk1-1","A",2,"(-)","DEGP2",12,2,21.73237228,21.8240032166667
"669","bhxk1-1","A",3,"(-)","DEGP2",12,2,21.86351013,21.8240032166667
"670","bhxk1-1","B",1,"(-)","DEGP2",12,2,21.75998497,21.9229157766667
"671","bhxk1-1","B",2,"(-)","DEGP2",12,2,21.86540794,21.9229157766667
"672","bhxk1-1","B",3,"(-)","DEGP2",12,2,22.14335442,21.9229157766667
"673","bhxk1-1","C",1,"(-)","DEGP2",12,2,21.23966599,21.5345751466667
"674","bhxk1-1","C",2,"(-)","DEGP2",12,2,21.47988892,21.5345751466667
"675","bhxk1-1","C",3,"(-)","DEGP2",12,2,21.88417053,21.5345751466667
